date,jersey_number,players,minutes,points,field_goals_made,field_goals_attempts,field_goals_pct,two_points_made,two_points_attempts,two_points_pct,three_points_made,three_points_attempts,three_points_pct,free_throws_made,free_throws_attempts,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,efficiency,opponent,win,competition,group,phase,home
14-Jan-20,1,Teny Bak Puot,28,15,4,8,50,1,1,100,3,7,42.9,4,4,100,1,2,3,1,1,0,2,0,27,11,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,3,Bol Bak,21,8,4,8,50,4,6,66.7,0,2,0,0,0,0,1,5,6,3,0,0,1,0,17,12,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,4,Mangistu Jongkor,19,4,2,5,40,2,4,50,0,1,0,0,0,0,0,0,0,1,1,0,0,4,18,18,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,5,Dominik Philip,9,0,0,3,0,0,2,0,0,1,0,0,0,0,1,2,3,0,1,0,1,0,4,0,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,7,Nyang Wek,21,11,4,7,57.1,4,7,57.1,0,0,0,3,6,50,4,2,6,1,1,0,0,3,18,13,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,8,Kuany Ngor Kuany,26,21,5,10,50,3,6,50,2,4,50,9,9,100,0,5,5,1,0,1,1,1,20,22,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,9,Mathiang Mauot Muo,19,18,6,7,85.7,2,3,66.7,4,4,100,2,2,100,0,6,6,1,1,0,0,2,13,25,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,10,Makuei Puondak,17,14,5,8,62.5,5,8,62.5,0,0,0,4,7,57.1,2,1,3,1,0,0,5,3,6,7,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,11,Emmanuel Malou,28,15,6,8,75,4,6,66.7,2,2,100,1,2,50,2,6,8,0,0,4,1,3,27,23,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Jan-20,14,Deng Mayot Mabior,16,6,2,3,66.7,2,3,66.7,0,0,0,2,2,100,4,8,12,0,0,1,2,2,15,16,Somalia,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
14-Mar-17,1,Akech Bul Aguer,6,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,2,Duol Michael Mayot,4,2,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,3,Teny Bak Puot,13,3,1,1,100,1,1,100,0,0,0,1,3,33.3,0,0,0,2,1,0,2,0,-9,2,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,4,Chier Mathiang Ater Chier,23,17,7,12,58.3,5,9,55.6,2,3,66.7,1,2,50,3,4,7,3,1,0,5,3,10,17,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,5,Mathiang Mauot Muo,34,17,3,4,75,0,1,0,3,3,100,8,10,80,3,6,9,5,0,0,6,4,12,22,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,10,Atem Kuol Atem Bol,30,6,3,8,37.5,3,5,60,0,3,0,0,0,0,3,6,9,0,1,0,5,2,-4,6,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,12,Ajak Ateng Magot Anok,34,8,4,9,44.4,4,9,44.4,0,0,0,0,0,0,2,4,6,0,0,0,1,1,-5,8,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,20,Wanjang Hoth Tut,30,10,3,8,37.5,3,7,42.9,0,1,0,4,4,100,2,5,7,1,0,1,3,0,4,11,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
14-Mar-17,40,Riak Bol Bol,30,5,2,6,33.3,2,6,33.3,0,0,0,1,2,50,3,2,5,1,1,2,4,3,5,5,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Jan-20,1,Teny Bak Puot,14,3,1,4,25,1,2,50,0,2,0,1,2,50,0,1,1,1,1,0,2,0,18,0,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,3,Bol Bak,27,20,6,13,46.2,6,11,54.5,0,2,0,8,10,80,2,4,6,10,3,0,1,0,36,29,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,4,Mangistu Jongkor,19,7,3,6,50,2,4,50,1,2,50,0,0,0,1,2,3,1,1,0,3,0,32,6,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,5,Dominik Philip,27,12,2,5,40,0,1,0,2,4,50,6,10,60,0,3,3,3,1,0,1,0,37,11,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,7,Nyang Wek,13,15,7,9,77.8,6,8,75,1,1,100,0,0,0,0,3,3,1,2,0,0,0,16,19,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,8,Kuany Ngor Kuany,24,6,3,5,60,3,3,100,0,2,0,0,0,0,1,2,3,4,1,0,0,1,21,12,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,9,Mathiang Mauot Muo,14,8,3,4,75,1,1,100,2,3,66.7,0,0,0,0,1,1,1,2,0,1,0,18,10,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,10,Makuei Puondak,22,14,6,9,66.7,6,9,66.7,0,0,0,2,2,100,2,2,4,1,1,0,1,1,35,16,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,11,Emmanuel Malou,24,14,6,11,54.5,5,10,50,1,1,100,1,3,33.3,4,5,9,2,1,1,1,0,34,19,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Jan-20,14,Deng Mayot Mabior,21,12,4,5,80,4,5,80,0,0,0,4,5,80,3,7,10,0,1,1,1,0,23,21,Eritrea,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
15-Mar-17,1,Akech Bul Aguer,11,3,1,5,20,0,3,0,1,2,50,0,0,0,1,0,1,1,0,0,0,2,5,1,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,2,Duol Michael Mayot,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,-1,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,3,Teny Bak Puot,12,5,2,5,40,1,3,33.3,1,2,50,0,0,0,0,0,0,0,0,0,3,0,-14,-1,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,4,Chier Mathiang Ater Chier,27,22,7,15,46.7,3,6,50,4,9,44.4,4,4,100,1,2,3,3,2,1,0,3,9,23,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,5,Mathiang Mauot Muo,32,12,4,9,44.4,3,7,42.9,1,2,50,3,3,100,1,2,3,3,2,0,4,3,-4,11,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,10,Atem Kuol Atem Bol,37,20,7,16,43.8,4,10,40,3,6,50,3,3,100,1,7,8,0,1,0,1,4,-9,19,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,12,Ajak Ateng Magot Anok,24,2,1,5,20,1,5,20,0,0,0,0,0,0,4,3,7,0,0,0,1,5,-15,4,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,20,Wanjang Hoth Tut,32,12,5,14,35.7,5,11,45.5,0,3,0,2,2,100,3,1,4,4,1,1,1,4,-6,12,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
15-Mar-17,40,Riak Bol Bol,23,4,2,7,28.6,2,7,28.6,0,0,0,0,0,0,3,4,7,0,0,0,3,2,-16,3,Rwanda,FALSE,Fiba Afrobasketqualifiers 2017 ,Group A,Zone 5 - Qualifiers,TRUE
16-Jan-20,1,Teny Bak Puot,34,30,11,19,57.9,3,7,42.9,8,12,66.7,0,0,0,1,3,4,4,1,0,2,4,39,29,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,3,Bol Bak,17,5,2,7,28.6,1,3,33.3,1,4,25,0,0,0,0,0,0,2,1,0,1,1,15,2,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,4,Mangistu Jongkor,9,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,8,-2,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,5,Dominik Philip,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,8,Kuany Ngor Kuany,31,5,2,6,33.3,2,4,50,0,2,0,1,2,50,1,8,9,3,2,0,2,0,31,12,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,9,Mathiang Mauot Muo,29,16,5,13,38.5,1,3,33.3,4,10,40,2,2,100,3,4,7,2,2,0,2,1,28,17,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,10,Makuei Puondak,22,10,4,5,80,4,5,80,0,0,0,2,2,100,3,3,6,1,0,0,0,0,26,16,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,11,Emmanuel Malou,26,10,3,8,37.5,3,4,75,0,4,0,4,4,100,0,6,6,1,0,0,3,4,23,9,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,13,Akoy Magut Agau,15,10,1,5,20,1,3,33.3,0,2,0,8,8,100,1,3,4,0,0,0,1,0,16,9,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
16-Jan-20,14,Deng Mayot Mabior,20,14,5,9,55.6,5,9,55.6,0,0,0,4,5,80,5,6,11,0,1,2,1,1,17,22,Burundi,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Feb-21,0,Teny Bak Puot,26,8,1,5,20,0,1,0,1,4,25,5,5,100,0,2,2,5,0,0,3,2,9,8,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,1,Nuni Omot,32,27,10,17,58.8,8,10,80,2,7,28.6,5,7,71.4,2,2,4,1,1,1,4,2,-1,21,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,2,Nyang Wek,24,4,2,5,40,2,5,40,0,0,0,0,2,0,3,5,8,0,1,1,0,0,-1,9,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,3,Bol Bak,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,-5,-2,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,5,Dut Jok Kacuol,28,10,4,10,40,2,4,50,2,6,33.3,0,0,0,3,3,6,1,2,0,2,2,7,11,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,6,Deng Acuoth,12,2,1,4,25,1,4,25,0,0,0,0,0,0,3,2,5,1,0,0,1,0,-6,4,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,7,Aluk Lual Adub,7,2,1,4,25,1,3,33.3,0,1,0,0,0,0,0,2,2,0,0,0,2,0,-5,-1,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,8,Kuany Ngor Kuany,22,6,3,9,33.3,3,5,60,0,4,0,0,0,0,2,1,3,4,0,0,3,5,-14,4,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,9,Mathiang Mauot Muo,26,5,2,7,28.6,1,2,50,1,5,20,0,0,0,2,4,6,2,1,0,2,2,-1,7,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,11,Emmanuel Malou,15,3,1,3,33.3,1,3,33.3,0,0,0,1,2,50,1,2,3,0,0,1,0,1,-4,4,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,12,Deng Makuac Riak,7,3,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,2,-6,3,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Feb-21,14,Deng Mayot Mabior,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,TRUE
17-Jan-20,3,Bol Bak,27,29,11,17,64.7,7,12,58.3,4,5,80,3,5,60,2,4,6,2,0,0,2,0,29,27,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,4,Mangistu Jongkor,32,21,8,16,50,4,7,57.1,4,9,44.4,1,1,100,1,1,2,1,5,0,0,2,30,21,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,5,Dominik Philip,29,13,5,14,35.7,4,9,44.4,1,5,20,2,2,100,0,1,1,3,2,0,1,1,40,9,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,6,Athiey Daniel Deng Lual,21,11,4,10,40,1,2,50,3,8,37.5,0,0,0,0,1,1,8,4,0,1,1,31,17,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,8,Kuany Ngor Kuany,17,6,3,4,75,3,3,100,0,1,0,0,0,0,1,4,5,5,0,0,0,0,36,15,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,9,Mathiang Mauot Muo,16,6,2,3,66.7,0,0,0,2,3,66.7,0,0,0,2,0,2,0,1,0,0,0,34,8,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,10,Makuei Puondak,16,10,4,5,80,4,5,80,0,0,0,2,2,100,0,3,3,1,1,0,0,4,12,14,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,11,Emmanuel Malou,19,12,6,9,66.7,6,9,66.7,0,0,0,0,0,0,3,7,10,2,1,0,0,1,37,22,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Jan-20,13,Akoy Magut Agau,28,7,2,6,33.3,1,4,25,1,2,50,2,2,100,3,12,15,3,0,1,3,3,26,19,Tanzania,TRUE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,FALSE
17-Mar-17,1,Akech Bul Aguer,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,-4,1,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,2,Duol Michael Mayot,8,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,1,1,1,0,0,1,1,-4,1,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,3,Teny Bak Puot,31,10,3,12,25,1,4,25,2,8,25,2,3,66.7,2,3,5,8,0,0,3,5,11,10,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,4,Chier Mathiang Ater Chier,35,15,6,14,42.9,4,6,66.7,2,8,25,1,2,50,2,6,8,2,1,0,6,2,4,11,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,5,Mathiang Mauot Muo,44,34,10,21,47.6,8,12,66.7,2,9,22.2,12,12,100,3,6,9,2,1,0,3,3,12,32,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,10,Atem Kuol Atem Bol,24,4,2,5,40,2,4,50,0,1,0,0,0,0,3,8,11,2,1,0,2,5,-4,13,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,12,Ajak Ateng Magot Anok,41,15,7,17,41.2,6,16,37.5,1,1,100,0,0,0,5,8,13,2,0,2,0,3,10,22,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,20,Wanjang Hoth Tut,22,7,3,7,42.9,3,5,60,0,2,0,1,1,100,2,7,9,4,1,3,3,5,4,17,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
17-Mar-17,40,Riak Bol Bol,15,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,2,2,1,0,0,0,2,-4,3,Kenya,TRUE,Fiba Afrobasketqualifiers 2017 ,,Zone 5 - Classification,FALSE
18-Feb-21,0,Teny Bak Puot,22,3,1,6,16.7,0,1,0,1,5,20,0,0,0,0,4,4,1,0,0,3,1,3,0,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,1,Nuni Omot,37,16,6,11,54.5,5,10,50,1,1,100,3,4,75,1,2,3,1,0,0,3,3,6,11,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,2,Nyang Wek,16,0,0,3,0,0,3,0,0,0,0,0,0,0,1,7,8,0,1,1,2,5,8,5,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,5,Dut Jok Kacuol,26,14,4,13,30.8,0,3,0,4,10,40,2,3,66.7,0,2,2,0,2,1,2,3,-6,7,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,6,Deng Acuoth,21,3,1,5,20,1,5,20,0,0,0,1,2,50,0,6,6,2,1,2,0,1,0,9,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,8,Kuany Ngor Kuany,34,21,7,13,53.8,6,10,60,1,3,33.3,6,8,75,2,2,4,4,2,0,1,1,11,22,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,9,Mathiang Mauot Muo,12,3,1,4,25,0,0,0,1,4,25,0,0,0,2,1,3,1,0,0,1,2,-1,3,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,11,Emmanuel Malou,27,9,2,6,33.3,1,3,33.3,1,3,33.3,4,4,100,2,3,5,0,0,0,0,1,5,10,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,12,Deng Makuac Riak,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Feb-21,14,Deng Mayot Mabior,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Mali,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
18-Jan-20,1,Teny Bak Puot,35,13,4,15,26.7,1,7,14.3,3,8,37.5,2,6,33.3,0,2,2,1,1,0,0,3,3,2,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,3,Bol Bak,25,9,3,10,30,1,5,20,2,5,40,1,2,50,0,2,2,1,0,0,4,0,-1,0,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,8,Kuany Ngor Kuany,35,8,3,8,37.5,2,6,33.3,1,2,50,1,4,25,4,7,11,3,0,0,4,5,-9,10,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,9,Mathiang Mauot Muo,27,8,2,10,20,2,5,40,0,5,0,4,5,80,1,4,5,2,0,0,0,3,-11,6,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,10,Makuei Puondak,28,16,5,9,55.6,5,8,62.5,0,1,0,6,12,50,6,0,6,0,0,0,3,1,-1,9,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,11,Emmanuel Malou,32,9,2,7,28.6,1,2,50,1,5,20,4,4,100,2,6,8,2,0,1,1,1,11,14,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,13,Akoy Magut Agau,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-13,-2,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
18-Jan-20,14,Deng Mayot Mabior,18,5,2,3,66.7,1,1,100,1,2,50,0,2,0,0,5,5,0,0,1,2,3,-9,6,Kenya,FALSE,Fiba Afrobasket 2021 Pre Qualifiers,Group A,Group D,TRUE
