date,jersey_number,players,minutes,points,field_goals_made,field_goals_attempts,field_goals_pct,two_points_made,two_points_attempts,two_points_pct,three_points_made,three_points_attempts,three_points_pct,free_throws_made,free_throws_attempts,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,efficiency,opponent,win,competition,group,phase,home
26-Aug-23,32,Wenyen Gabriel,32,13,6,9,66.7,6,9,66.7,0,0,0,1,3,33.3,4,3,7,2,2,3,3,2,-11,19,Puerto Rico,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
26-Aug-23,44,Sunday Dech,20,6,1,3,33.3,0,1,0,1,2,50,3,4,75,0,2,2,1,1,0,3,4,0,4,Puerto Rico,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
26-Feb-22,1,Nuni Omot,33,20,7,18,38.9,5,11,45.5,2,7,28.6,4,6,66.7,1,3,4,2,1,0,1,1,7,13,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,4,Mareng Gatkuoth,14,12,4,5,80,0,0,0,4,5,80,0,0,0,0,3,3,0,0,0,2,1,5,12,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,6,Chudier James Bile,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,2,-2,-1,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,8,Kuany Ngor Kuany,27,7,3,7,42.9,2,5,40,1,2,50,0,0,0,2,2,4,0,3,0,1,4,6,9,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,9,Mathiang Mauot Muo,15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3,1,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,10,Padiet Wang,16,6,2,5,40,1,3,33.3,1,2,50,1,1,100,0,2,2,0,0,0,2,2,1,3,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,12,Deng Acuoth,34,12,6,7,85.7,6,7,85.7,0,0,0,0,0,0,1,6,7,1,0,1,2,1,8,18,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,14,Dut Jok Kacuol,24,3,1,4,25,0,1,0,1,3,33.3,0,0,0,2,4,6,1,1,0,5,3,6,3,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,20,Anyiarbany Makoi,27,10,3,7,42.9,3,7,42.9,0,0,0,4,6,66.7,0,1,1,6,2,0,0,1,3,13,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-22,21,Koch Deng Aguer Bar,9,2,1,1,100,1,1,100,0,0,0,0,2,0,1,1,2,0,0,2,0,0,3,4,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
26-Feb-23,1,Nuni Omot,30,18,5,9,55.6,3,3,100,2,6,33.3,6,7,85.7,0,4,4,2,0,1,3,3,9,17,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,4,Mareng Gatkuoth,26,13,5,12,41.7,2,6,33.3,3,6,50,0,0,0,2,2,4,6,1,0,1,3,25,16,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,8,Kuany Ngor Kuany,31,22,5,11,45.5,1,3,33.3,4,8,50,8,11,72.7,1,2,3,4,0,1,2,3,14,19,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,10,Padiet Wang,17,4,2,6,33.3,2,4,50,0,2,0,0,0,0,1,7,8,5,0,0,1,3,13,12,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,12,Deng Acuoth,17,2,1,2,50,1,2,50,0,0,0,0,0,0,1,3,4,0,0,0,0,1,1,5,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,13,Majok Deng,21,22,8,13,61.5,8,13,61.5,0,0,0,6,6,100,2,4,6,1,2,1,2,1,13,25,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,14,Dut Jok Kacuol,24,8,3,9,33.3,1,4,25,2,5,40,0,0,0,0,7,7,3,1,0,1,3,7,12,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,21,Koch Deng Aguer Bar,20,2,1,2,50,1,2,50,0,0,0,0,0,0,3,2,5,2,0,2,0,1,24,10,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,35,Kur Nyok Kuath,2,2,1,1,100,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,3,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,44,Sunday Dech,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,3,0,0,1,3,-2,3,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Feb-23,45,Deng Angok Yak Deng,3,4,1,2,50,1,1,100,0,1,0,2,2,100,0,1,1,0,0,0,0,0,-3,4,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
26-Nov-20,0,Teny Bak Puot,16,1,0,2,0,0,1,0,0,1,0,1,2,50,1,1,2,1,0,0,2,1,-17,-1,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,1,Anyiarbany Makoi,23,8,3,6,50,3,6,50,0,0,0,2,5,40,0,2,2,3,2,0,2,0,-7,7,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,2,Nyang Wek,20,10,5,7,71.4,5,6,83.3,0,1,0,0,0,0,1,6,7,0,0,0,2,2,-3,13,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,3,Bol Bak,15,3,0,1,0,0,1,0,0,0,0,3,4,75,0,2,2,1,0,1,2,1,-5,3,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,6,Deng Acuoth,19,7,2,5,40,2,5,40,0,0,0,3,5,60,2,6,8,0,1,0,2,1,-6,9,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,7,Aluk Lual Adub,9,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-12,-3,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,8,Kuany Ngor Kuany,34,8,2,12,16.7,2,10,20,0,2,0,4,4,100,1,4,5,3,1,1,5,2,-18,3,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,9,Mathiang Mauot Muo,28,7,2,9,22.2,0,3,0,2,6,33.3,1,1,100,0,3,3,0,0,0,2,1,-9,1,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,10,Makuei Puondak,12,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,1,4,5,0,0,0,1,1,-6,4,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,11,Emmanuel Malou,13,6,3,9,33.3,3,7,42.9,0,2,0,0,0,0,6,2,8,1,0,0,1,2,-2,8,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,12,Akoy Magut Agau,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-7,-2,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
26-Nov-20,14,Deng Mayot Mabior,14,4,2,4,50,2,4,50,0,0,0,0,0,0,0,2,2,0,0,0,1,2,-8,3,Nigeria,FALSE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
27-Aug-21,0,Teny Bak Puot,25,0,0,7,0,0,2,0,0,5,0,0,0,0,1,1,2,7,2,0,2,0,-22,2,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,2,Nyang Wek,15,13,6,6,100,6,6,100,0,0,0,1,2,50,3,1,4,0,1,0,1,1,-9,16,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,4,Mareng Gatkuoth,9,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-12,-5,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,5,Junior Madut,17,3,1,6,16.7,1,5,20,0,1,0,1,2,50,2,1,3,1,0,0,0,2,-10,1,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,6,Dhieu Abwok Deing,17,17,6,14,42.9,1,4,25,5,10,50,0,0,0,0,3,3,1,0,1,1,1,-7,13,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,8,Kuany Ngor Kuany,32,17,6,12,50,1,3,33.3,5,9,55.6,0,0,0,0,9,9,2,2,0,6,5,-9,18,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,9,Mathiang Mauot Muo,17,7,2,7,28.6,0,0,0,2,7,28.6,1,2,50,1,0,1,0,0,0,3,4,-19,-1,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,10,Makuei Puondak,8,3,1,2,50,0,0,0,1,2,50,0,0,0,0,1,1,0,0,0,0,0,-7,3,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,12,Deng Acuoth,26,5,2,5,40,1,4,25,1,1,100,0,0,0,1,6,7,1,1,2,1,1,-15,12,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,20,Anyiarbany Makoi,25,8,3,11,27.3,2,10,20,1,1,100,1,2,50,2,3,5,4,1,0,4,2,-21,5,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-21,21,Koch Deng Aguer Bar,15,2,0,3,0,0,3,0,0,0,0,2,2,100,2,0,2,0,1,0,1,4,-14,1,Senegal,FALSE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
27-Aug-22,0,Lual Acuil,16,15,6,8,75,6,7,85.7,0,1,0,3,4,75,2,1,3,1,0,0,1,1,3,15,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,1,Nuni Omot,17,10,4,8,50,3,5,60,1,3,33.3,1,1,100,1,1,2,3,1,0,1,1,3,11,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,4,Mareng Gatkuoth,19,16,5,11,45.5,1,3,33.3,4,8,50,2,2,100,1,1,2,2,1,0,1,0,33,14,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,7,Bul Kuol,17,6,2,3,66.7,0,0,0,2,3,66.7,0,0,0,0,5,5,0,1,0,2,1,3,9,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,8,Kuany Ngor Kuany,17,6,2,4,50,0,2,0,2,2,100,0,0,0,0,3,3,3,1,0,2,1,14,9,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,10,Padiet Wang,16,5,2,5,40,1,1,100,1,4,25,0,0,0,1,3,4,3,1,0,0,2,3,10,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,12,Deng Acuoth,15,4,2,2,100,2,2,100,0,0,0,0,2,0,0,2,2,0,1,1,1,1,23,5,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,13,Majok Deng,17,19,7,11,63.6,4,5,80,3,6,50,2,3,66.7,2,3,5,1,1,1,0,1,37,22,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,20,Anyiarbany Makoi,21,7,2,5,40,1,4,25,1,1,100,2,2,100,0,3,3,3,1,0,4,1,36,7,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,21,Koch Deng Aguer Bar,19,8,3,4,75,3,4,75,0,0,0,2,2,100,2,5,7,4,0,1,0,1,43,19,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,35,Kur Nyok Kuath,15,5,2,4,50,2,3,66.7,0,1,0,1,2,50,0,3,3,3,0,1,1,3,14,8,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Aug-22,44,Sunday Dech,16,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,2,3,1,0,2,2,3,2,Congo DR,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,TRUE
27-Feb-22,0,Teny Bak Puot,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,1,Nuni Omot,22,20,4,8,50,2,6,33.3,2,2,100,10,13,76.9,2,5,7,0,2,0,2,4,14,20,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,4,Mareng Gatkuoth,21,14,5,11,45.5,1,1,100,4,10,40,0,0,0,0,0,0,2,0,0,2,2,4,8,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,6,Chudier James Bile,12,0,0,5,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,2,3,-8,-6,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,8,Kuany Ngor Kuany,32,6,2,8,25,0,2,0,2,6,33.3,0,0,0,0,5,5,0,0,0,4,4,8,1,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,9,Mathiang Mauot Muo,24,3,1,3,33.3,0,1,0,1,2,50,0,0,0,0,2,2,0,3,0,1,2,3,5,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,10,Padiet Wang,13,0,0,5,0,0,2,0,0,3,0,0,0,0,0,3,3,1,0,0,2,3,-7,-3,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,12,Deng Acuoth,27,3,1,1,100,1,1,100,0,0,0,1,2,50,0,6,6,1,2,4,1,1,13,14,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,15,Chol Beny Chuar Marial,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,-1,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,20,Anyiarbany Makoi,24,25,10,12,83.3,9,11,81.8,1,1,100,4,6,66.7,2,5,7,3,0,1,4,5,18,28,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
27-Feb-22,21,Koch Deng Aguer Bar,16,3,1,1,100,1,1,100,0,0,0,1,1,100,1,2,3,0,0,0,0,1,-12,6,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
28-Aug-22,0,Lual Acuil,19,3,1,5,20,1,5,20,0,0,0,1,2,50,3,7,10,1,1,1,3,2,12,8,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,1,Nuni Omot,24,13,4,7,57.1,3,5,60,1,2,50,4,4,100,1,1,2,5,1,0,3,2,13,15,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,4,Mareng Gatkuoth,19,2,1,5,20,1,1,100,0,4,0,0,0,0,0,1,1,1,1,0,1,2,2,0,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,7,Bul Kuol,24,13,5,9,55.6,2,3,66.7,3,6,50,0,0,0,0,4,4,0,0,0,1,3,19,12,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,8,Kuany Ngor Kuany,25,9,3,5,60,0,0,0,3,5,60,0,0,0,0,4,4,1,2,0,0,2,15,14,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,10,Padiet Wang,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,-4,-2,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,12,Deng Acuoth,21,4,1,3,33.3,1,3,33.3,0,0,0,2,2,100,1,4,5,2,0,0,1,4,11,8,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,13,Majok Deng,17,7,3,7,42.9,2,3,66.7,1,4,25,0,1,0,1,3,4,0,2,3,1,2,10,10,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,20,Anyiarbany Makoi,16,14,5,6,83.3,5,6,83.3,0,0,0,4,5,80,0,1,1,2,0,0,2,0,-1,13,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,21,Koch Deng Aguer Bar,10,2,1,1,100,1,1,100,0,0,0,0,0,0,0,2,2,0,1,0,0,0,6,5,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,35,Kur Nyok Kuath,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,-4,2,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-22,44,Sunday Dech,25,18,7,13,53.8,4,7,57.1,3,6,50,1,2,50,0,2,2,5,0,0,0,1,21,18,Egypt,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group F,2nd Round,FALSE
28-Aug-23,1,Nuni Omot,22,14,4,6,66.7,2,3,66.7,2,3,66.7,4,7,57.1,0,3,3,2,1,0,1,3,11,14,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,2,Carlik Jones,30,21,7,15,46.7,4,11,36.4,3,4,75,4,6,66.7,2,0,2,6,0,0,1,1,14,18,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,6,Khaman Madit Maluach,17,1,0,0,0,0,0,0,0,0,0,1,2,50,0,6,6,1,0,2,0,3,20,9,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,8,Kuany Ngor Kuany,29,16,5,13,38.5,1,2,50,4,11,36.4,2,2,100,1,0,1,4,2,0,0,3,15,15,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,11,Marial Shayok,28,13,5,11,45.5,3,7,42.9,2,4,50,1,1,100,2,1,3,2,1,0,1,3,10,12,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,13,Majok Deng,25,12,4,8,50,3,4,75,1,4,25,3,4,75,2,3,5,0,0,1,2,2,14,11,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,14,Dut Jok Kacuol,14,6,2,2,100,0,0,0,2,2,100,0,0,0,0,3,3,1,0,0,0,1,8,10,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,21,Koch Deng Aguer Bar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,32,Wenyen Gabriel,21,3,1,3,33.3,1,2,50,0,1,0,1,2,50,1,4,5,0,0,0,0,3,0,5,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,44,Sunday Dech,16,3,1,2,50,0,1,0,1,1,100,0,0,0,0,1,1,1,0,0,0,0,8,4,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,0,Teny Bak Puot,20,10,2,6,33.3,0,3,0,2,3,66.7,4,4,100,0,5,5,4,1,0,3,0,8,13,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,1,Anyiarbany Makoi,21,10,5,9,55.6,5,8,62.5,0,1,0,0,0,0,2,4,6,5,0,0,3,1,5,14,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,2,Nyang Wek,23,4,1,4,25,1,4,25,0,0,0,2,2,100,1,5,6,0,1,1,0,2,7,9,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,6,Deng Acuoth,19,11,3,4,75,2,3,66.7,1,1,100,4,4,100,4,0,4,1,1,0,2,1,8,14,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,7,Aluk Lual Adub,16,8,3,6,50,2,5,40,1,1,100,1,2,50,1,2,3,0,0,0,1,1,7,6,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,8,Kuany Ngor Kuany,28,7,3,16,18.8,2,9,22.2,1,7,14.3,0,0,0,1,3,4,2,0,0,1,1,5,-1,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
