date,jersey_number,players,minutes,points,field_goals_made,field_goals_attempts,field_goals_pct,two_points_made,two_points_attempts,two_points_pct,three_points_made,three_points_attempts,three_points_pct,free_throws_made,free_throws_attempts,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,efficiency,opponent,win,competition,group,phase,home
28-Aug-23,9,Mathiang Mauot Muo,19,5,2,6,33.3,1,3,33.3,1,3,33.3,0,0,0,0,3,3,1,2,0,3,3,8,4,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,10,Makuei Puondak,18,9,3,8,37.5,2,6,33.3,1,2,50,2,2,100,2,5,7,0,0,0,3,1,5,8,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,11,Emmanuel Malou,22,7,3,6,50,2,4,50,1,2,50,0,0,0,2,4,6,2,0,1,4,1,5,9,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
28-Aug-23,14,Deng Mayot Mabior,19,6,2,2,100,2,2,100,0,0,0,2,2,100,2,2,4,0,0,1,0,1,7,11,China,TRUE,Fiba Basketballworldcup 2023 ,Group B,First Round,FALSE
29-Aug-21,0,Teny Bak Puot,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-1,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,2,Nyang Wek,19,2,1,5,20,1,3,33.3,0,2,0,0,0,0,1,1,2,0,0,0,1,3,-6,-1,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,4,Mareng Gatkuoth,18,5,2,6,33.3,1,2,50,1,4,25,0,0,0,1,2,3,2,4,0,2,1,4,8,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,5,Junior Madut,14,5,2,6,33.3,2,5,40,0,1,0,1,2,50,2,0,2,2,0,1,0,1,8,5,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,6,Dhieu Abwok Deing,25,22,7,15,46.7,4,8,50,3,7,42.9,5,6,83.3,0,3,3,5,1,0,0,2,5,22,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,8,Kuany Ngor Kuany,36,13,4,14,28.6,3,8,37.5,1,6,16.7,4,5,80,4,3,7,2,0,0,1,4,6,10,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,9,Mathiang Mauot Muo,30,17,5,11,45.5,5,6,83.3,0,5,0,7,8,87.5,2,3,5,1,4,0,0,3,3,20,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,10,Makuei Puondak,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,-1,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,12,Deng Acuoth,34,13,4,8,50,4,8,50,0,0,0,5,8,62.5,5,13,18,3,0,4,1,2,3,30,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,20,Anyiarbany Makoi,17,9,3,6,50,2,5,40,1,1,100,2,3,66.7,1,1,2,2,1,0,1,4,-14,9,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Aug-21,21,Koch Deng Aguer Bar,6,2,1,1,100,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-9,3,Uganda,TRUE,Fiba Afrobasket 2021 ,Group D,Group Phase,TRUE
29-Nov-20,0,Teny Bak Puot,13,11,4,8,50,1,4,25,3,4,75,0,0,0,1,0,1,1,0,0,2,1,-1,7,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,1,Anyiarbany Makoi,23,8,2,12,16.7,2,11,18.2,0,1,0,4,10,40,1,3,4,3,0,0,4,2,10,-5,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,2,Nyang Wek,15,5,2,3,66.7,2,3,66.7,0,0,0,1,2,50,2,6,8,0,1,0,2,2,1,10,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,3,Bol Bak,6,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,6,Deng Acuoth,23,12,3,5,60,3,5,60,0,0,0,6,6,100,2,4,6,0,0,3,2,1,10,17,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,7,Aluk Lual Adub,5,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-4,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,8,Kuany Ngor Kuany,32,5,1,4,25,0,2,0,1,2,50,2,2,100,0,5,5,4,0,1,0,0,16,12,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,9,Mathiang Mauot Muo,18,3,1,4,25,0,1,0,1,3,33.3,0,0,0,0,1,1,1,0,0,0,2,-10,2,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,10,Makuei Puondak,26,13,3,8,37.5,2,5,40,1,3,33.3,6,8,75,3,5,8,0,3,0,1,0,11,16,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,11,Emmanuel Malou,27,8,2,7,28.6,2,5,40,0,2,0,4,4,100,3,3,6,0,2,1,2,3,18,10,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,12,Akoy Magut Agau,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,0,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
29-Nov-20,14,Deng Mayot Mabior,14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,5,0,0,1,1,0,-1,4,Rwanda,TRUE,Fiba Afrobasket 2021 Qualifiers,Group D,Group Phase,FALSE
02-Jul-22,0,Junior Madut,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-6,0,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,1,Nuni Omot,35,16,4,10,40,3,6,50,1,4,25,7,9,77.8,1,2,3,1,1,0,2,2,19,11,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,4,Mareng Gatkuoth,15,12,4,5,80,0,1,0,4,4,100,0,0,0,0,1,1,2,0,0,2,0,5,12,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,7,Bul Kuol,22,8,2,6,33.3,0,0,0,2,6,33.3,2,2,100,0,2,2,2,1,1,1,4,14,9,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,8,Kuany Ngor Kuany,33,12,4,8,50,0,2,0,4,6,66.7,0,0,0,1,4,5,2,0,0,1,1,18,14,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,10,Padiet Wang,15,4,2,8,25,2,6,33.3,0,2,0,0,2,0,0,4,4,1,1,0,3,1,1,-1,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,12,Deng Acuoth,29,6,2,3,66.7,2,2,100,0,1,0,2,2,100,2,9,11,2,0,1,1,5,5,18,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,13,Majok Deng,6,2,1,3,33.3,1,1,100,0,2,0,0,0,0,0,1,1,0,0,0,1,2,-5,0,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,21,Koch Deng Aguer Bar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,1,0,3,9,6,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Jul-22,44,Sunday Dech,35,15,5,16,31.2,3,10,30,2,6,33.3,3,3,100,1,2,3,8,0,0,0,1,10,15,Tunisia,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,TRUE
02-Sep-21,0,Teny Bak Puot,11,5,2,5,40,1,3,33.3,1,2,50,0,0,0,0,1,1,1,0,0,0,2,-3,4,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,2,Nyang Wek,15,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,-12,0,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,4,Mareng Gatkuoth,24,9,3,9,33.3,0,2,0,3,7,42.9,0,0,0,1,2,3,6,0,0,2,1,1,10,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,5,Junior Madut,24,14,6,11,54.5,4,7,57.1,2,4,50,0,0,0,1,4,5,2,2,0,3,3,-9,15,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,6,Dhieu Abwok Deing,20,0,0,9,0,0,3,0,0,6,0,0,0,0,0,3,3,2,0,0,3,3,-12,-7,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,8,Kuany Ngor Kuany,25,3,1,4,25,0,1,0,1,3,33.3,0,0,0,0,2,2,4,1,0,1,3,-7,6,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,9,Mathiang Mauot Muo,23,10,3,8,37.5,1,4,25,2,4,50,2,2,100,2,2,4,1,1,0,1,4,-16,10,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,10,Makuei Puondak,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-2,0,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,12,Deng Acuoth,37,13,6,12,50,5,8,62.5,1,4,25,0,2,0,0,6,6,1,0,1,2,0,-10,11,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,20,Anyiarbany Makoi,14,5,2,3,66.7,1,2,50,1,1,100,0,0,0,1,1,2,1,1,0,4,0,-7,4,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-21,21,Koch Deng Aguer Bar,9,6,2,4,50,2,4,50,0,0,0,2,3,66.7,2,1,3,0,0,1,0,0,2,7,Tunisia,FALSE,Fiba Afrobasket 2021 ,,Quarter-Finals,FALSE
02-Sep-23,1,Nuni Omot,24,17,4,6,66.7,3,3,100,1,3,33.3,8,9,88.9,0,1,1,3,0,0,2,3,6,16,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,2,Carlik Jones,34,26,10,15,66.7,8,12,66.7,2,3,66.7,4,5,80,1,6,7,15,0,0,2,4,37,40,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,6,Khaman Madit Maluach,8,5,2,4,50,2,4,50,0,0,0,1,1,100,1,3,4,0,0,0,0,3,3,7,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,8,Kuany Ngor Kuany,24,5,2,5,40,1,1,100,1,4,25,0,0,0,0,3,3,4,1,0,0,1,14,10,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,11,Marial Shayok,27,18,6,10,60,3,5,60,3,5,60,3,4,75,1,2,3,2,1,0,0,3,25,19,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,12,Deng Acuoth,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-3,-1,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,13,Majok Deng,27,10,2,7,28.6,1,1,100,1,6,16.7,5,7,71.4,1,3,4,1,2,3,2,1,21,11,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,14,Dut Jok Kacuol,18,3,1,4,25,0,2,0,1,2,50,0,0,0,0,1,1,0,0,0,1,2,-3,0,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,21,Koch Deng Aguer Bar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,-8,2,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,32,Wenyen Gabriel,28,15,5,7,71.4,5,7,71.4,0,0,0,5,7,71.4,3,7,10,1,0,6,1,4,31,27,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
02-Sep-23,44,Sunday Dech,10,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,1,1,0,1,0,2,1,-8,0,Angola,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,FALSE
30-Aug-23,0,Junior Madut,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,-9,0,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,1,Nuni Omot,31,17,6,7,85.7,4,4,100,2,3,66.7,3,4,75,1,4,5,0,0,0,0,3,-27,20,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,2,Carlik Jones,22,3,1,5,20,1,4,25,0,1,0,1,2,50,0,0,0,6,0,0,0,2,-31,4,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,6,Khaman Madit Maluach,14,2,1,5,20,1,3,33.3,0,2,0,0,0,0,2,1,3,0,0,0,1,2,-16,0,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,8,Kuany Ngor Kuany,22,6,2,7,28.6,0,2,0,2,5,40,0,0,0,0,0,0,3,1,0,1,4,-14,4,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,11,Marial Shayok,16,12,4,7,57.1,2,2,100,2,5,40,2,2,100,0,4,4,2,0,0,2,1,-20,13,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,12,Deng Acuoth,16,3,1,3,33.3,1,3,33.3,0,0,0,1,1,100,2,0,2,1,2,0,1,1,-12,5,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,13,Majok Deng,22,10,5,10,50,5,6,83.3,0,4,0,0,0,0,1,2,3,0,1,0,0,1,-7,9,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,14,Dut Jok Kacuol,26,21,7,10,70,1,1,100,6,9,66.7,1,1,100,0,2,2,3,2,0,1,3,-13,24,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,32,Wenyen Gabriel,14,4,1,5,20,1,4,25,0,1,0,2,4,50,0,0,0,2,0,2,3,4,-10,-1,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
30-Aug-23,44,Sunday Dech,19,5,2,4,50,1,3,33.3,1,1,100,0,2,0,0,0,0,4,1,0,2,0,-1,4,Serbia,FALSE,Fiba Basketballworldcup 2023 ,Group B,First Round,TRUE
31-Aug-21,2,Nyang Wek,19,4,2,3,66.7,2,2,100,0,1,0,0,0,0,2,0,2,1,1,0,2,1,4,5,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,4,Mareng Gatkuoth,21,10,3,8,37.5,1,2,50,2,6,33.3,2,2,100,0,5,5,3,1,0,1,0,-2,13,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,5,Junior Madut,17,2,1,8,12.5,1,3,33.3,0,5,0,0,0,0,3,1,4,4,0,0,0,1,8,3,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,6,Dhieu Abwok Deing,19,6,2,12,16.7,1,5,20,1,7,14.3,1,1,100,1,1,2,1,0,0,1,0,-6,-2,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,8,Kuany Ngor Kuany,30,14,3,11,27.3,3,5,60,0,6,0,8,11,72.7,1,3,4,2,5,0,4,4,2,10,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,9,Mathiang Mauot Muo,36,9,3,14,21.4,0,4,0,3,10,30,0,0,0,2,8,10,0,0,1,2,1,4,7,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,10,Makuei Puondak,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,12,Deng Acuoth,31,6,3,6,50,3,5,60,0,1,0,0,0,0,2,3,5,1,2,2,0,2,7,13,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,15,Deng Mayot Mabior,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,20,Anyiarbany Makoi,19,4,1,7,14.3,1,4,25,0,3,0,2,4,50,1,3,4,6,0,1,1,2,-5,6,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-21,21,Koch Deng Aguer Bar,7,5,1,2,50,1,2,50,0,0,0,3,4,75,1,0,1,0,1,0,0,0,-8,5,Kenya,TRUE,Fiba Afrobasket 2021 ,,Qualif. to 1/4,TRUE
31-Aug-23,1,Nuni Omot,26,13,3,7,42.9,1,4,25,2,3,66.7,5,5,100,0,3,3,3,1,1,2,1,10,15,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,2,Carlik Jones,30,17,7,20,35,5,12,41.7,2,8,25,1,1,100,1,8,9,14,2,0,1,3,30,28,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,6,Khaman Madit Maluach,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,-1,3,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,8,Kuany Ngor Kuany,23,8,3,7,42.9,1,2,50,2,5,40,0,0,0,2,4,6,2,1,0,0,2,16,13,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,11,Marial Shayok,25,12,4,11,36.4,3,8,37.5,1,3,33.3,3,4,75,0,1,1,2,0,0,0,0,0,7,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,12,Deng Acuoth,12,3,1,1,100,0,0,0,1,1,100,0,0,0,0,2,2,0,0,0,0,0,-2,5,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,13,Majok Deng,27,13,5,9,55.6,3,4,75,2,5,40,1,1,100,2,5,7,0,1,0,2,2,19,15,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,14,Dut Jok Kacuol,17,8,3,9,33.3,1,3,33.3,2,6,33.3,0,0,0,0,1,1,1,1,0,2,2,0,3,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,32,Wenyen Gabriel,25,11,4,7,57.1,4,6,66.7,0,1,0,3,4,75,4,8,12,1,0,2,1,3,22,21,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
31-Aug-23,44,Sunday Dech,16,2,1,5,20,1,4,25,0,1,0,0,0,0,1,1,2,2,1,0,1,0,1,2,Philippines,TRUE,Fiba Basketballworldcup 2023 ,Group M,Classification Round 17-32,TRUE
03-Jul-22,0,Junior Madut,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,-8,2,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,1,Nuni Omot,30,17,3,9,33.3,0,5,0,3,4,75,8,10,80,1,3,4,3,1,0,3,2,6,14,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,4,Mareng Gatkuoth,21,8,3,9,33.3,2,2,100,1,7,14.3,1,1,100,0,1,1,1,0,0,3,2,8,1,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,7,Bul Kuol,23,17,5,12,41.7,2,3,66.7,3,9,33.3,4,6,66.7,0,3,3,0,2,1,1,4,-3,13,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,8,Kuany Ngor Kuany,22,5,1,3,33.3,0,0,0,1,3,33.3,2,2,100,1,8,9,3,0,0,2,4,14,13,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,9,Mathiang Mauot Muo,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4,-1,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,10,Padiet Wang,21,6,2,5,40,0,2,0,2,3,66.7,0,4,0,1,5,6,4,1,0,2,4,13,8,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,12,Deng Acuoth,12,1,0,0,0,0,0,0,0,0,0,1,2,50,0,2,2,0,1,0,0,0,13,3,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,13,Majok Deng,14,6,2,5,40,2,3,66.7,0,2,0,2,2,100,0,2,2,0,1,0,0,0,1,6,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,21,Koch Deng Aguer Bar,28,5,1,2,50,1,2,50,0,0,0,3,4,75,1,1,2,0,1,3,0,0,2,9,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
03-Jul-22,44,Sunday Dech,23,2,1,6,16.7,1,4,25,0,2,0,0,0,0,1,2,3,3,0,0,0,4,5,3,Cameroon,TRUE,Fiba Basketballworldcup 2023 African Qualifiers,Group B,1st Round,FALSE
